chr,source,feature,start,stop,score,strand,frame,identifier
chrXV,Yassour_2010,antisense_transcript,241589,242782,5.88,+,.,Unit349
chrXV,Yassour_2010,antisense_transcript,303524,304127,7.78,+,.,Unit350
chrXV,Yassour_2010,antisense_transcript,311536,313089,1.87,+,.,Unit351
chrXV,Yassour_2010,antisense_transcript,337472,338690,2.34,+,.,Unit352
chrXV,Yassour_2010,antisense_transcript,356382,357213,10.08,-,.,Unit353
chrXV,Yassour_2010,antisense_transcript,371686,372005,1.86,-,.,Unit354
chrXV,Yassour_2010,antisense_transcript,389764,392395,3.52,+,.,Unit355
chrXV,Yassour_2010,antisense_transcript,400259,401291,3.28,-,.,Unit356
chrXV,Yassour_2010,antisense_transcript,413824,414036,4.2,-,.,Unit357
chrXV,Yassour_2010,antisense_transcript,422456,424781,17.44,+,.,Unit358
chrXV,Yassour_2010,antisense_transcript,507075,507989,2.47,+,.,Unit359
chrXV,Yassour_2010,antisense_transcript,521350,522488,3.97,-,.,Unit360
chrXV,Yassour_2010,antisense_transcript,559934,560896,3.52,+,.,Unit361
chrXV,Yassour_2010,antisense_transcript,633148,633642,0.84,+,.,Unit362
chrXV,Yassour_2010,antisense_transcript,648703,649022,2.05,+,.,Unit363
chrXV,Yassour_2010,antisense_transcript,667856,670450,4.24,+,.,Unit364
chrXV,Yassour_2010,antisense_transcript,681478,682112,2.72,+,.,Unit365
chrXV,Yassour_2010,antisense_transcript,690815,692032,5.13,-,.,Unit366
chrXV,Yassour_2010,antisense_transcript,744413,745296,3.43,+,.,Unit367
chrXV,Yassour_2010,antisense_transcript,849063,850044,3.57,-,.,Unit368
chrXV,Yassour_2010,antisense_transcript,889808,891526,9.37,+,.,Unit369
chrXV,Yassour_2010,antisense_transcript,908371,911562,4.71,-,.,Unit370
chrXV,Yassour_2010,antisense_transcript,1026738,1027999,2.21,-,.,Unit371
chrXV,Yassour_2010,antisense_transcript,1028158,1028660,5.68,+,.,Unit372
chrXV,Yassour_2010,antisense_transcript,1048070,1050883,6.4,-,.,Unit373
chrXV,Yassour_2010,antisense_transcript,1059451,1059932,1.36,-,.,Unit374
chrXV,Yassour_2010,antisense_transcript,1061144,1064420,19.6,-,.,Unit375
chrXV,Yassour_2010,antisense_transcript,1069509,1070204,4.27,+,.,Unit376
chrXVI,Yassour_2010,antisense_transcript,79593,82471,6.36,+,.,Unit377
chrXVI,Yassour_2010,antisense_transcript,84521,85389,2.6,+,.,Unit378
chrXVI,Yassour_2010,antisense_transcript,105033,105509,2.12,+,.,Unit379
chrXVI,Yassour_2010,antisense_transcript,128530,129143,2.81,+,.,Unit380
chrXVI,Yassour_2010,antisense_transcript,182643,183045,8.13,+,.,Unit381
chrXVI,Yassour_2010,antisense_transcript,188177,188643,2.29,+,.,Unit382
chrXVI,Yassour_2010,antisense_transcript,237294,239146,21.01,+,.,Unit383
chrXVI,Yassour_2010,antisense_transcript,243246,244193,6.34,+,.,Unit384
chrXVI,Yassour_2010,antisense_transcript,254705,256837,16.44,+,.,Unit385
chrXVI,Yassour_2010,antisense_transcript,324130,326416,1.35,+,.,Unit386
chrXVI,Yassour_2010,antisense_transcript,335885,337408,6.16,+,.,Unit387
chrXVI,Yassour_2010,antisense_transcript,363525,364361,2.63,+,.,Unit388
chrXVI,Yassour_2010,antisense_transcript,453397,454122,42.94,+,.,Unit389
chrXVI,Yassour_2010,antisense_transcript,455767,456566,5.28,-,.,Unit390
chrXVI,Yassour_2010,antisense_transcript,465984,466323,1.75,-,.,Unit391
chrXVI,Yassour_2010,antisense_transcript,491998,492945,3.01,+,.,Unit392
chrXVI,Yassour_2010,antisense_transcript,517525,519938,22.48,+,.,Unit393
chrXVI,Yassour_2010,antisense_transcript,565403,566678,2.84,+,.,Unit394
chrXVI,Yassour_2010,antisense_transcript,620185,621608,9.94,+,.,Unit395
chrXVI,Yassour_2010,antisense_transcript,665487,667444,153.54,-,.,Unit396
chrXVI,Yassour_2010,antisense_transcript,798046,798908,2.89,-,.,Unit397
chrXVI,Yassour_2010,antisense_transcript,810533,812765,3.54,+,.,Unit398
chrXVI,Yassour_2010,antisense_transcript,829919,830649,8.46,-,.,Unit399
chrXVI,Yassour_2010,antisense_transcript,900062,900488,1.67,-,.,Unit400
chrXVI,Yassour_2010,antisense_transcript,921112,924000,6.05,-,.,Unit401
chrXVI,Yassour_2010,antisense_transcript,924169,928444,3.5,+,.,Unit402
chrI,Xu_2009,CUT,10732,11140,.,-,.,CUT436
chrI,Xu_2009,CUT,30072,30904,.,+,.,CUT001
chrI,Xu_2009,CUT,30532,30892,.,-,.,CUT437
chrI,Xu_2009,CUT,34380,34748,.,-,.,CUT438
chrI,Xu_2009,CUT,35796,36348,.,-,.,CUT439
chrI,Xu_2009,CUT,67850,67962,.,-,.,CUT440
chrI,Xu_2009,CUT,138605,138829,.,+,.,CUT002
chrI,Xu_2009,CUT,143437,143597,.,+,.,CUT003
chrI,Xu_2009,CUT,151617,152033,.,-,.,CUT441
chrI,Xu_2009,CUT,170500,172449,.,+,.,CUT004
chrI,Xu_2009,CUT,180257,180513,.,+,.,CUT005
chrI,Xu_2009,CUT,199986,200426,.,-,.,CUT442
chrII,Xu_2009,CUT,42576,43104,.,-,.,CUT443
chrII,Xu_2009,CUT,96352,96568,.,+,.,CUT006
chrII,Xu_2009,CUT,146720,146968,.,-,.,CUT444
chrII,Xu_2009,CUT,191988,192340,.,+,.,CUT007
chrII,Xu_2009,CUT,237742,237926,.,+,.,CUT008
chrII,Xu_2009,CUT,254874,255058,.,+,.,CUT009
chrII,Xu_2009,CUT,278428,280876,.,-,.,CUT445
chrII,Xu_2009,CUT,296288,296576,.,+,.,CUT010
chrII,Xu_2009,CUT,299292,299884,.,-,.,CUT446
chrII,Xu_2009,CUT,306288,306696,.,+,.,CUT011
chrII,Xu_2009,CUT,306696,307104,.,+,.,CUT012
chrII,Xu_2009,CUT,306988,307108,.,-,.,CUT447
chrII,Xu_2009,CUT,310633,310953,.,+,.,CUT013
chrII,Xu_2009,CUT,324513,325361,.,+,.,CUT014
chrII,Xu_2009,CUT,326297,326777,.,+,.,CUT015
chrII,Xu_2009,CUT,339602,339946,.,+,.,CUT016
chrII,Xu_2009,CUT,340774,340894,.,-,.,CUT448
chrII,Xu_2009,CUT,340894,341486,.,-,.,CUT449
chrII,Xu_2009,CUT,341018,342578,.,+,.,CUT017
chrII,Xu_2009,CUT,351878,352054,.,-,.,CUT450
chrII,Xu_2009,CUT,360618,360970,.,+,.,CUT018
chrII,Xu_2009,CUT,365898,366657,.,+,.,CUT019
chrII,Xu_2009,CUT,366605,366933,.,-,.,CUT451
chrII,Xu_2009,CUT,370073,370545,.,+,.,CUT020
chrII,Xu_2009,CUT,376378,376834,.,+,.,CUT021
chrII,Xu_2009,CUT,379154,379450,.,+,.,CUT022
chrII,Xu_2009,CUT,381378,381642,.,+,.,CUT023
chrII,Xu_2009,CUT,406105,406457,.,-,.,CUT452
chrII,Xu_2009,CUT,407905,408489,.,-,.,CUT453
chrII,Xu_2009,CUT,423517,423749,.,+,.,CUT024
chrII,Xu_2009,CUT,429669,431781,.,+,.,CUT025
chrII,Xu_2009,CUT,483734,484030,.,+,.,CUT026
chrII,Xu_2009,CUT,493094,493686,.,+,.,CUT027
chrII,Xu_2009,CUT,535770,536258,.,-,.,CUT454
chrII,Xu_2009,CUT,539346,539674,.,-,.,CUT455
chrII,Xu_2009,CUT,549130,549538,.,-,.,CUT456
chrII,Xu_2009,CUT,571445,572005,.,+,.,CUT028
chrII,Xu_2009,CUT,576349,576773,.,+,.,CUT029
chrII,Xu_2009,CUT,614429,614885,.,+,.,CUT030
chrII,Xu_2009,CUT,625308,625693,.,+,.,CUT031
chrII,Xu_2009,CUT,655429,655781,.,+,.,CUT032
chrII,Xu_2009,CUT,662893,663181,.,+,.,CUT033
chrII,Xu_2009,CUT,682213,682533,.,+,.,CUT034
chrII,Xu_2009,CUT,698445,698773,.,+,.,CUT035
chrII,Xu_2009,CUT,704145,704273,.,-,.,CUT457
chrII,Xu_2009,CUT,707029,707317,.,+,.,CUT036
chrII,Xu_2009,CUT,714685,715477,.,+,.,CUT037
chrII,Xu_2009,CUT,720649,721185,.,-,.,CUT458
chrII,Xu_2009,CUT,734829,736189,.,+,.,CUT038
chrII,Xu_2009,CUT,785052,785372,.,+,.,CUT039
chrIII,Xu_2009,CUT,27389,27581,.,-,.,CUT459
chrIII,Xu_2009,CUT,28613,29109,.,-,.,CUT460
chrIII,Xu_2009,CUT,29909,30405,.,-,.,CUT461
chrIII,Xu_2009,CUT,30845,31189,.,-,.,CUT462
chrIII,Xu_2009,CUT,39049,39425,.,+,.,CUT040
chrIII,Xu_2009,CUT,68881,69425,.,+,.,CUT041
chrIII,Xu_2009,CUT,105794,106258,.,+,.,CUT042
chrIII,Xu_2009,CUT,119144,119376,.,-,.,CUT463
chrIII,Xu_2009,CUT,120476,121084,.,+,.,CUT043
chrIII,Xu_2009,CUT,130072,130456,.,-,.,CUT464
chrIII,Xu_2009,CUT,131828,132244,.,+,.,CUT044
chrIII,Xu_2009,CUT,139308,139988,.,+,.,CUT045
chrIII,Xu_2009,CUT,147784,148080,.,-,.,CUT465
chrIII,Xu_2009,CUT,155916,156046,.,+,.,CUT046
chrIII,Xu_2009,CUT,163926,164318,.,+,.,CUT047
chrIII,Xu_2009,CUT,178258,178482,.,-,.,CUT466
chrIII,Xu_2009,CUT,179038,179414,.,+,.,CUT048
chrIII,Xu_2009,CUT,238018,238706,.,-,.,CUT467
chrIV,Xu_2009,CUT,21869,22453,.,-,.,CUT468
chrIV,Xu_2009,CUT,31717,32045,.,-,.,CUT469
chrIV,Xu_2009,CUT,57032,57336,.,+,.,CUT049
chrIV,Xu_2009,CUT,65044,65948,.,-,.,CUT470
chrIV,Xu_2009,CUT,73600,74784,.,+,.,CUT050
chrIV,Xu_2009,CUT,89524,89844,.,-,.,CUT471
chrIV,Xu_2009,CUT,98860,99316,.,-,.,CUT472
chrIV,Xu_2009,CUT,115164,116100,.,-,.,CUT473
chrIV,Xu_2009,CUT,132316,132644,.,-,.,CUT474
chrIV,Xu_2009,CUT,134340,134732,.,-,.,CUT475
chrIV,Xu_2009,CUT,138364,139348,.,-,.,CUT476
chrIV,Xu_2009,CUT,163432,163752,.,+,.,CUT051
chrIV,Xu_2009,CUT,187684,187852,.,-,.,CUT477
chrIV,Xu_2009,CUT,192400,192568,.,+,.,CUT052
chrIV,Xu_2009,CUT,194148,194396,.,-,.,CUT478
chrIV,Xu_2009,CUT,215380,215796,.,-,.,CUT479
chrIV,Xu_2009,CUT,215796,216588,.,-,.,CUT480
chrIV,Xu_2009,CUT,247781,248021,.,-,.,CUT481
chrIV,Xu_2009,CUT,292261,292573,.,-,.,CUT482
chrIV,Xu_2009,CUT,300161,300545,.,+,.,CUT053
chrIV,Xu_2009,CUT,303837,304845,.,-,.,CUT483
chrIV,Xu_2009,CUT,309525,309717,.,-,.,CUT484
chrIV,Xu_2009,CUT,310457,311153,.,+,.,CUT054
chrIV,Xu_2009,CUT,329585,329697,.,+,.,CUT055
chrIV,Xu_2009,CUT,340245,340405,.,-,.,CUT485
chrIV,Xu_2009,CUT,345077,345445,.,-,.,CUT486
chrIV,Xu_2009,CUT,352269,352621,.,-,.,CUT487
chrIV,Xu_2009,CUT,356909,357141,.,-,.,CUT488
chrIV,Xu_2009,CUT,368261,368429,.,-,.,CUT489
chrIV,Xu_2009,CUT,407408,407592,.,-,.,CUT490
chrIV,Xu_2009,CUT,413572,413948,.,+,.,CUT056
chrIV,Xu_2009,CUT,413840,414800,.,-,.,CUT491
chrIV,Xu_2009,CUT,417276,417636,.,+,.,CUT057
chrIV,Xu_2009,CUT,421940,422532,.,+,.,CUT058
chrIV,Xu_2009,CUT,423724,424100,.,+,.,CUT059
chrIV,Xu_2009,CUT,428464,428728,.,-,.,CUT492
chrIV,Xu_2009,CUT,442628,442844,.,+,.,CUT060
chrIV,Xu_2009,CUT,453828,454068,.,+,.,CUT061
chrIV,Xu_2009,CUT,470536,470776,.,-,.,CUT493
chrIV,Xu_2009,CUT,482605,483813,.,+,.,CUT062
chrIV,Xu_2009,CUT,486117,486405,.,+,.,CUT063
chrIV,Xu_2009,CUT,501677,502365,.,+,.,CUT064
chrIV,Xu_2009,CUT,505378,506538,.,-,.,CUT494
chrIV,Xu_2009,CUT,542549,543245,.,+,.,CUT065
chrIV,Xu_2009,CUT,547665,547801,.,-,.,CUT495
chrIV,Xu_2009,CUT,555409,555649,.,-,.,CUT496
chrIV,Xu_2009,CUT,556513,556673,.,-,.,CUT497
chrIV,Xu_2009,CUT,562513,562857,.,-,.,CUT498
chrIV,Xu_2009,CUT,563197,563461,.,+,.,CUT066
chrIV,Xu_2009,CUT,578425,578985,.,-,.,CUT499
chrIV,Xu_2009,CUT,587973,588661,.,+,.,CUT067
chrIV,Xu_2009,CUT,598426,598882,.,-,.,CUT500
chrIV,Xu_2009,CUT,602938,603242,.,-,.,CUT501
chrIV,Xu_2009,CUT,620811,621067,.,-,.,CUT502
chrIV,Xu_2009,CUT,629443,630691,.,-,.,CUT503
chrIV,Xu_2009,CUT,687251,687859,.,-,.,CUT504
chrIV,Xu_2009,CUT,690227,690483,.,-,.,CUT505
chrIV,Xu_2009,CUT,703363,703835,.,-,.,CUT506
chrIV,Xu_2009,CUT,703835,704187,.,-,.,CUT507
chrIV,Xu_2009,CUT,715647,716191,.,+,.,CUT068
chrIV,Xu_2009,CUT,727863,728159,.,+,.,CUT069
chrIV,Xu_2009,CUT,750915,751347,.,-,.,CUT508
chrIV,Xu_2009,CUT,768107,768371,.,-,.,CUT509
chrIV,Xu_2009,CUT,769699,770203,.,-,.,CUT510
chrIV,Xu_2009,CUT,781235,781355,.,-,.,CUT511
chrIV,Xu_2009,CUT,784267,784435,.,-,.,CUT512
chrIV,Xu_2009,CUT,784435,784643,.,-,.,CUT513
chrIV,Xu_2009,CUT,791959,792111,.,+,.,CUT070
chrIV,Xu_2009,CUT,794487,795255,.,+,.,CUT071
chrIV,Xu_2009,CUT,795255,796071,.,+,.,CUT072
chrIV,Xu_2009,CUT,831564,831756,.,-,.,CUT514
chrIV,Xu_2009,CUT,892028,892444,.,-,.,CUT515
chrIV,Xu_2009,CUT,915313,915433,.,+,.,CUT073
chrIV,Xu_2009,CUT,963281,963409,.,+,.,CUT074
chrIV,Xu_2009,CUT,974585,975017,.,+,.,CUT075
chrIV,Xu_2009,CUT,1004461,1005325,.,-,.,CUT516
chrIV,Xu_2009,CUT,1010917,1011429,.,-,.,CUT517
chrIV,Xu_2009,CUT,1019973,1020389,.,-,.,CUT518
chrIV,Xu_2009,CUT,1030513,1030881,.,+,.,CUT076
chrIV,Xu_2009,CUT,1031733,1032101,.,-,.,CUT519
chrIV,Xu_2009,CUT,1036637,1037005,.,-,.,CUT520
chrIV,Xu_2009,CUT,1061305,1061489,.,+,.,CUT077
chrIV,Xu_2009,CUT,1072753,1073289,.,+,.,CUT078
chrIV,Xu_2009,CUT,1077461,1077893,.,-,.,CUT521
chrIV,Xu_2009,CUT,1090392,1091400,.,+,.,CUT079
chrIV,Xu_2009,CUT,1092760,1093256,.,+,.,CUT080
chrIV,Xu_2009,CUT,1106080,1106856,.,+,.,CUT081
chrIV,Xu_2009,CUT,1145727,1146063,.,-,.,CUT522
chrIV,Xu_2009,CUT,1149683,1149987,.,+,.,CUT082
chrIV,Xu_2009,CUT,1153883,1154075,.,+,.,CUT083
chrIV,Xu_2009,CUT,1156643,1157363,.,+,.,CUT084
chrIV,Xu_2009,CUT,1165899,1166147,.,+,.,CUT085
chrIV,Xu_2009,CUT,1166159,1166439,.,-,.,CUT523
chrIV,Xu_2009,CUT,1182392,1182952,.,-,.,CUT524
chrIV,Xu_2009,CUT,1189220,1189612,.,+,.,CUT086
chrIV,Xu_2009,CUT,1204233,1204409,.,-,.,CUT525
chrIV,Xu_2009,CUT,1233561,1233681,.,-,.,CUT526
chrIV,Xu_2009,CUT,1238341,1239405,.,+,.,CUT087
chrIV,Xu_2009,CUT,1240005,1241029,.,+,.,CUT088
chrIV,Xu_2009,CUT,1242733,1243157,.,+,.,CUT089
chrIV,Xu_2009,CUT,1260369,1260577,.,-,.,CUT527
chrIV,Xu_2009,CUT,1268929,1269753,.,-,.,CUT528
chrIV,Xu_2009,CUT,1270845,1271005,.,+,.,CUT090
chrIV,Xu_2009,CUT,1275041,1276513,.,-,.,CUT529
chrIV,Xu_2009,CUT,1279073,1279177,.,-,.,CUT530
chrIV,Xu_2009,CUT,1299961,1300313,.,-,.,CUT531
chrIV,Xu_2009,CUT,1300313,1300977,.,-,.,CUT532
chrIV,Xu_2009,CUT,1302229,1302717,.,+,.,CUT091
chrIV,Xu_2009,CUT,1319453,1319765,.,+,.,CUT092
chrIV,Xu_2009,CUT,1323469,1324429,.,+,.,CUT093
chrIV,Xu_2009,CUT,1334213,1334581,.,+,.,CUT094
chrIV,Xu_2009,CUT,1359165,1359493,.,+,.,CUT095
chrIV,Xu_2009,CUT,1360949,1361053,.,+,.,CUT096
chrIV,Xu_2009,CUT,1367029,1367437,.,+,.,CUT097
chrIV,Xu_2009,CUT,1383553,1383905,.,-,.,CUT533
chrIV,Xu_2009,CUT,1383905,1384769,.,-,.,CUT534
chrIV,Xu_2009,CUT,1427413,1427901,.,+,.,CUT098
chrIV,Xu_2009,CUT,1435793,1436417,.,-,.,CUT535
chrIV,Xu_2009,CUT,1436417,1436697,.,-,.,CUT536
chrIV,Xu_2009,CUT,1460573,1460765,.,+,.,CUT099
chrIV,Xu_2009,CUT,1476521,1476641,.,-,.,CUT537
chrIV,Xu_2009,CUT,1484317,1485589,.,+,.,CUT100
chrIV,Xu_2009,CUT,1489089,1489233,.,-,.,CUT538
chrIV,Xu_2009,CUT,1492153,1492385,.,-,.,CUT539
chrIV,Xu_2009,CUT,1496813,1497189,.,+,.,CUT101
chrIV,Xu_2009,CUT,1507906,1508042,.,-,.,CUT540
chrV,Xu_2009,CUT,8089,8297,.,+,.,CUT102
chrV,Xu_2009,CUT,9969,10497,.,+,.,CUT103
chrV,Xu_2009,CUT,15349,15605,.,-,.,CUT541
chrV,Xu_2009,CUT,15605,15773,.,-,.,CUT542
chrV,Xu_2009,CUT,34145,34321,.,+,.,CUT104
chrV,Xu_2009,CUT,45065,45809,.,+,.,CUT105
chrV,Xu_2009,CUT,51773,51973,.,-,.,CUT543
chrV,Xu_2009,CUT,52349,52485,.,-,.,CUT544
chrV,Xu_2009,CUT,58821,59309,.,-,.,CUT545
chrV,Xu_2009,CUT,62821,63724,.,-,.,CUT546
chrV,Xu_2009,CUT,150290,151762,.,+,.,CUT106
chrV,Xu_2009,CUT,152174,152662,.,-,.,CUT547
chrV,Xu_2009,CUT,155958,156110,.,-,.,CUT548
chrV,Xu_2009,CUT,166926,167326,.,-,.,CUT549
chrV,Xu_2009,CUT,178206,178574,.,-,.,CUT550
chrV,Xu_2009,CUT,208762,209066,.,+,.,CUT107
chrV,Xu_2009,CUT,210490,210834,.,+,.,CUT108
chrV,Xu_2009,CUT,222510,223270,.,-,.,CUT551
chrV,Xu_2009,CUT,238650,239162,.,+,.,CUT109
chrV,Xu_2009,CUT,253750,253870,.,-,.,CUT552
chrV,Xu_2009,CUT,261878,262022,.,-,.,CUT553
chrV,Xu_2009,CUT,261954,262802,.,+,.,CUT110
chrV,Xu_2009,CUT,268230,269295,.,-,.,CUT554
chrV,Xu_2009,CUT,272087,272271,.,-,.,CUT555
chrV,Xu_2009,CUT,273799,273983,.,-,.,CUT556
chrV,Xu_2009,CUT,281567,282447,.,-,.,CUT557
chrV,Xu_2009,CUT,294287,294919,.,-,.,CUT558
chrV,Xu_2009,CUT,301023,301695,.,-,.,CUT559
chrV,Xu_2009,CUT,302367,302647,.,-,.,CUT560
chrV,Xu_2009,CUT,302647,303359,.,-,.,CUT561
chrV,Xu_2009,CUT,316773,317149,.,+,.,CUT111
chrV,Xu_2009,CUT,319369,319761,.,-,.,CUT562
chrV,Xu_2009,CUT,321577,321905,.,-,.,CUT563
chrV,Xu_2009,CUT,326173,326549,.,+,.,CUT112
chrV,Xu_2009,CUT,343485,343893,.,+,.,CUT113
chrV,Xu_2009,CUT,347781,348485,.,+,.,CUT114
chrV,Xu_2009,CUT,395285,395517,.,+,.,CUT115
chrV,Xu_2009,CUT,409129,409393,.,-,.,CUT564
chrV,Xu_2009,CUT,415777,416129,.,-,.,CUT565
chrV,Xu_2009,CUT,416129,416561,.,-,.,CUT566
chrV,Xu_2009,CUT,422189,422613,.,+,.,CUT116
chrV,Xu_2009,CUT,425237,425533,.,+,.,CUT117
chrV,Xu_2009,CUT,431225,431369,.,-,.,CUT567
chrV,Xu_2009,CUT,432553,432857,.,-,.,CUT568
chrV,Xu_2009,CUT,483318,484518,.,+,.,CUT118
chrV,Xu_2009,CUT,500394,500530,.,-,.,CUT569
chrV,Xu_2009,CUT,500638,501334,.,+,.,CUT119
chrV,Xu_2009,CUT,509642,509818,.,-,.,CUT570
chrV,Xu_2009,CUT,544618,545066,.,-,.,CUT571
chrV,Xu_2009,CUT,567042,567586,.,-,.,CUT572
chrVI,Xu_2009,CUT,23105,23329,.,+,.,CUT120
chrVI,Xu_2009,CUT,44745,46121,.,+,.,CUT121
chrVI,Xu_2009,CUT,81935,82127,.,-,.,CUT573
chrVI,Xu_2009,CUT,95103,95207,.,-,.,CUT574
chrVI,Xu_2009,CUT,106927,107215,.,+,.,CUT122
chrVI,Xu_2009,CUT,118642,119170,.,-,.,CUT575
chrVI,Xu_2009,CUT,149418,149786,.,-,.,CUT576
chrVI,Xu_2009,CUT,194264,194536,.,-,.,CUT577
chrVI,Xu_2009,CUT,194536,196361,.,-,.,CUT578
chrVI,Xu_2009,CUT,245210,245906,.,-,.,CUT579
chrVI,Xu_2009,CUT,251850,252290,.,-,.,CUT580
chrVI,Xu_2009,CUT,261486,262270,.,+,.,CUT123
chrVI,Xu_2009,CUT,263318,263870,.,+,.,CUT124
chrVI,Xu_2009,CUT,263394,263850,.,-,.,CUT581
chrVII,Xu_2009,CUT,11909,12373,.,-,.,CUT582
chrVII,Xu_2009,CUT,21885,23349,.,-,.,CUT583
chrVII,Xu_2009,CUT,35013,35365,.,-,.,CUT584
chrVII,Xu_2009,CUT,55814,56190,.,-,.,CUT585
chrVII,Xu_2009,CUT,64306,64426,.,+,.,CUT125
chrVII,Xu_2009,CUT,94290,94450,.,-,.,CUT586
chrVII,Xu_2009,CUT,95141,95751,.,+,.,CUT126
chrVII,Xu_2009,CUT,97159,97303,.,+,.,CUT127
chrVII,Xu_2009,CUT,130993,131305,.,-,.,CUT587
chrVII,Xu_2009,CUT,145353,145625,.,-,.,CUT588
chrVII,Xu_2009,CUT,147837,148229,.,+,.,CUT128
chrVII,Xu_2009,CUT,150665,150961,.,-,.,CUT589
chrVII,Xu_2009,CUT,153149,154221,.,+,.,CUT129
chrVII,Xu_2009,CUT,166725,166901,.,+,.,CUT130
chrVII,Xu_2009,CUT,166857,167481,.,-,.,CUT590
chrVII,Xu_2009,CUT,184173,185061,.,+,.,CUT131
chrVII,Xu_2009,CUT,209986,210594,.,-,.,CUT591
chrVII,Xu_2009,CUT,225910,226326,.,+,.,CUT132
chrVII,Xu_2009,CUT,228830,229558,.,+,.,CUT133
chrVII,Xu_2009,CUT,256178,257274,.,-,.,CUT592
chrVII,Xu_2009,CUT,269301,269725,.,+,.,CUT134
chrVII,Xu_2009,CUT,276745,277073,.,-,.,CUT593
chrVII,Xu_2009,CUT,280789,281309,.,+,.,CUT135
chrVII,Xu_2009,CUT,286045,286997,.,+,.,CUT136
chrVII,Xu_2009,CUT,286889,287177,.,-,.,CUT594
chrVII,Xu_2009,CUT,314212,314372,.,-,.,CUT595
chrVII,Xu_2009,CUT,337172,337588,.,-,.,CUT596
chrVII,Xu_2009,CUT,345292,345724,.,-,.,CUT597
chrVII,Xu_2009,CUT,346512,346648,.,+,.,CUT137
chrVII,Xu_2009,CUT,346648,346912,.,+,.,CUT138
chrVII,Xu_2009,CUT,357412,358364,.,-,.,CUT598
chrVII,Xu_2009,CUT,360224,361672,.,+,.,CUT139
chrVII,Xu_2009,CUT,366880,367296,.,+,.,CUT140
chrVII,Xu_2009,CUT,370244,370644,.,-,.,CUT599
chrVII,Xu_2009,CUT,375848,376008,.,+,.,CUT141
chrVII,Xu_2009,CUT,412621,413172,.,-,.,CUT600
chrVII,Xu_2009,CUT,420901,421349,.,+,.,CUT142
chrVII,Xu_2009,CUT,427237,427637,.,+,.,CUT143
chrVII,Xu_2009,CUT,439762,440602,.,-,.,CUT601
chrVII,Xu_2009,CUT,484190,484982,.,+,.,CUT144
chrVII,Xu_2009,CUT,507355,507971,.,-,.,CUT602
chrVII,Xu_2009,CUT,508767,509055,.,+,.,CUT145
chrVII,Xu_2009,CUT,515675,515899,.,-,.,CUT603
chrVII,Xu_2009,CUT,515899,516267,.,-,.,CUT604
chrVII,Xu_2009,CUT,525043,525611,.,-,.,CUT605
chrVII,Xu_2009,CUT,534995,535247,.,-,.,CUT606
chrVII,Xu_2009,CUT,545135,545351,.,+,.,CUT146
chrVII,Xu_2009,CUT,545831,546055,.,+,.,CUT147
chrVII,Xu_2009,CUT,559375,559567,.,+,.,CUT148
chrVII,Xu_2009,CUT,576075,576539,.,-,.,CUT607
chrVII,Xu_2009,CUT,605751,606119,.,+,.,CUT149
chrVII,Xu_2009,CUT,606731,607123,.,-,.,CUT608
chrVII,Xu_2009,CUT,608595,609099,.,-,.,CUT609
chrVII,Xu_2009,CUT,609799,609927,.,+,.,CUT150
chrVII,Xu_2009,CUT,616327,617575,.,+,.,CUT151
chrVII,Xu_2009,CUT,656163,656451,.,-,.,CUT610
chrVII,Xu_2009,CUT,666947,667339,.,-,.,CUT611
chrVII,Xu_2009,CUT,667339,667803,.,-,.,CUT612
chrVII,Xu_2009,CUT,669755,670571,.,-,.,CUT613
chrVII,Xu_2009,CUT,671403,671915,.,-,.,CUT614
chrVII,Xu_2009,CUT,678247,678455,.,+,.,CUT152
chrVII,Xu_2009,CUT,700095,700671,.,+,.,CUT153
chrVII,Xu_2009,CUT,702163,702667,.,-,.,CUT615
chrVII,Xu_2009,CUT,730550,730806,.,+,.,CUT154
chrVII,Xu_2009,CUT,733346,733530,.,-,.,CUT616
chrVII,Xu_2009,CUT,739322,739602,.,-,.,CUT617
chrVII,Xu_2009,CUT,739398,739894,.,+,.,CUT155
chrVII,Xu_2009,CUT,746050,746610,.,-,.,CUT618
chrVII,Xu_2009,CUT,760498,761114,.,-,.,CUT619
chrVII,Xu_2009,CUT,761730,762154,.,-,.,CUT620
chrVII,Xu_2009,CUT,769602,770314,.,-,.,CUT621
chrVII,Xu_2009,CUT,786022,786326,.,+,.,CUT156
chrVII,Xu_2009,CUT,795650,796634,.,-,.,CUT622
chrVII,Xu_2009,CUT,795950,796078,.,+,.,CUT157
chrVII,Xu_2009,CUT,801714,801866,.,-,.,CUT623
chrVII,Xu_2009,CUT,805214,806246,.,+,.,CUT158
chrVII,Xu_2009,CUT,823314,823489,.,-,.,CUT624
